sentence,tree,is_sent
Der Alkoholiker muss lernen ohne Alkohol zu leben.,(S (NP (ART Der) (NN Alkoholiker)) (VMFIN muss) (VP (VVINF lernen) (VP (PP (APPR ohne) (NN Alkohol)) (VZ (PTKZU zu) (VVINF leben))))) ($. .),True
Alkohol-krankheit ist eine Krankheit.,(S (NN Alkohol-krankheit) (VAFIN ist) (NP (ART eine) (NN Krankheit))) ($. .),True
Und eine Sucht.,(S (KON Und) (NP (ART eine) (NN Sucht))) ($. .),False
Man kann nicht aufhören mit Alkohol-trinken.,(S (PIS Man) (VMFIN kann) (PTKNEG nicht) (VP (VVINF aufhören) (PP (APPR mit) (NN Alkohol-trinken)))) ($. .),True
Alkohol gehört zur Chemie.,(S (NN Alkohol) (VVFIN gehört) (PP (APPRART zur) (NN Chemie))) ($. .),True
Es gibt viele Alkohole.,(S (PPER Es) (VVFIN gibt) (NP (PIAT viele) (NN Alkohole))) ($. .),True
Ein Alkohol ist Ethanol.,(S (NP (ART Ein) (NN Alkohol)) (VAFIN ist) (NN Ethanol)) ($. .),True
Man sagt auch dazu: \newline Ethyl-alkohol.,(S (PIS Man) (VVFIN sagt) (PP (ADV auch) (PROAV dazu))) ($. :) (NP (FM \newline) (NN Ethyl-alkohol)) ($. .),True
Oder kurz: \newline Alkohol.,(DL (S (KON Oder) (ADJD kurz))) ($. :) (NP (ADJA \newline) (NN Alkohol)) ($. .),False
Ethanol ist eine Flüssigkeit.,(S (NN Ethanol) (VAFIN ist) (NP (ART eine) (NN Flüssigkeit))) ($. .),True
Ethanol hat keine Farbe.,(S (NE Ethanol) (VAFIN hat) (NP (PIAT keine) (NN Farbe))) ($. .),True
Ethanol kann brennen.,(S (NE Ethanol) (VMFIN kann) (VVINF brennen)) ($. .),True
Mit Ethanol kann man auch putzen.,(S (PP (APPR Mit) (NN Ethanol)) (VMFIN kann) (PIS man) (ADV auch) (VP (VVINF putzen))) ($. .),True
Ethanol ist in vielen Getränken.,(S (NN Ethanol) (VAFIN ist) (PP (APPR in) (PIAT vielen) (NN Getränken))) ($. .),True
Viele Menschen trinken gerne Alkohol.,(S (NP (PIAT Viele) (NN Menschen)) (VVFIN trinken) (ADV gerne) (NN Alkohol)) ($. .),True
Aber Alkohol kann gefährlich sein.,(S (KON Aber) (NN Alkohol) (VMFIN kann) (VP (ADJD gefährlich) (VAINF sein))) ($. .),True
Zu viel Alkohol ist Gift für den Körper.,(S (NP (AP (PTKA Zu) (PIAT viel)) (NN Alkohol)) (VAFIN ist) (NP (NN Gift) (PP (APPR für) (ART den) (NN Körper)))) ($. .),True
Das heißt: \newline Wenn man viel davon trinkt wird man krank.,(S (PDS Das) (VVFIN heißt)) ($. :) (NE \newline),True
Oft wird die Leber sehr krank.,(S (ADV Oft) (VAFIN wird) (NP (ART die) (NN Leber)) (AP (ADV sehr) (ADJD krank))) ($. .),True
Und man kann abhängig werden vom Alkohol.,(S (KON Und) (PIS man) (VMFIN kann) (VP (AP (ADJD abhängig)) (VAINF werden) (PP (APPRART vom) (NN Alkohol)))) ($. .),True
Das heißt:  \newline Man kann nicht aufhören mit Alkohol-trinken.,(S (PDS Das) (VVFIN heißt)) ($. :) ($.  ) (NE \newline),True
Das nennt man dann Sucht.,(S (PDS Das) (VVFIN nennt) (PIS man) (ADV dann) (NN Sucht)) ($. .),True
Man sagt dazu auch Alkoholkrankheit.,(S (PIS Man) (VVFIN sagt) (PROAV dazu) (NP (ADV auch) (NN Alkoholkrankheit))) ($. .),True
Wenn man die Alkohol-krankheit hat braucht man Hilfe.,(S (KOUS Wenn) (PIS man) (NP (ART die) (NN Alkohol-krankheit)) (VAFIN hat) (VVFIN braucht) (PIS man) (NN Hilfe)) ($. .),True
Daher soll man nur wenig Alkohol trinken.,(S (PROAV Daher) (VMFIN soll) (PIS man) (VP (NP (AP (ADV nur) (PIAT wenig)) (NN Alkohol)) (VVINF trinken))) ($. .),True
Am besten trinkt man gar keinen Alkohol.,(S (AA (PTKA Am) (ADJD besten)) (VVFIN trinkt) (PIS man) (NP (AP (ADV gar) (PIAT keinen)) (NN Alkohol))) ($. .),True
Man soll auch nicht jeden Tag Alkohol trinken.,(S (PIS Man) (VMFIN soll) (ADV auch) (PTKNEG nicht) (VP (NP (PIAT jeden) (NN Tag)) (NN Alkohol) (VVINF trinken))) ($. .),True
Und man soll auch nicht allein Alkohol trinken.,(S (KON Und) (PIS man) (VMFIN soll) (ADV auch) (PTKNEG nicht) (VP (ADV allein) (NN Alkohol) (VVINF trinken))) ($. .),True
Manchmal ist es besser wenn man keinen Alkohol trinkt.,(S (ADV Manchmal) (VAFIN ist) (NP (PPER es)) (ADJD besser) (S (KOUS wenn) (PIS man) (NP (PIAT keinen) (NN Alkohol)) (VVFIN trinkt))) ($. .),True
Zum Beispiel: • In der Schwangerschaft.,(PP (APPRART Zum) (NN Beispiel)) ($. :) ($LRB •) (PP (APPR In) (ART der) (NN Schwangerschaft)) ($. .),False
 • Am Arbeits-platz.,(XY  ) ($LRB •) (PP (APPRART Am) (NN Arbeits-platz)) ($. .),False
 • Im Straßen-verkehr.,(XY  ) (XY •) (PP (APPRART Im) (NN Straßen-verkehr)) ($. .),False
 • Bei manchen Krankheiten.,($LRB  ) ($LRB •) (PP (APPR Bei) (PIAT manchen) (NN Krankheiten)) ($. .),False
 • Wenn man Medikamente nimmt.,(XY  ) (XY •) (S (KOUS Wenn) (PIS man) (NN Medikamente) (VVFIN nimmt)) ($. .),True
Kinder sollen keinen Alkohol trinken.,(S (NN Kinder) (VMFIN sollen) (VP (NP (PIAT keinen) (NN Alkohol)) (VVINF trinken))) ($. .),True
Alkohol ist eine Flüssigkeit.,(S (NN Alkohol) (VAFIN ist) (NP (ART eine) (NN Flüssigkeit))) ($. .),True
Das Wort Alkohol hat verschiedene Bedeutungen: \newline Mit Alkohol meint man oft Ethanol.,(S (NP (ART Das) (NN Wort) (NN Alkohol)) (VAFIN hat) (NP (ADJA verschiedene) (NN Bedeutungen))) ($. :),True
Man kann auch ein alkohol-haltiges Getränk meinen.,(S (PIS Man) (VMFIN kann) (ADV auch) (VP (NP (ART ein) (ADJA alkohol-haltiges) (NN Getränk)) (VVINF meinen))) ($. .),True
Das ist ein Getränk mit Ethanol.,(S (PDS Das) (VAFIN ist) (NP (ART ein) (NN Getränk) (PP (APPR mit) (NN Ethanol)))) ($. .),True
Zum Beispiel Bier oder Wein.,(NP (PP (APPRART Zum) (NN Beispiel)) (CNP (NN Bier) (KON oder) (NN Wein))) ($. .),False
Eine Allee ist lang  \newline und hat rechts und links Bäume.,(NP (ART Eine) (NN Allee)) (VAFIN ist) (AP (ADJD lang) (ADJD  )) (FM \newline) (KON und) (S (VAFIN hat) (CAVP (ADV rechts) (KON und) (ADV links)) (NN Bäume)) ($. .),True
Eine Allee ist eine gerade Straße.,(S (NP (ART Eine) (NN Allee)) (VAFIN ist) (NP (ART eine) (ADJA gerade) (NN Straße))) ($. .),True
Das Wort alleinstehend ist ein Adjektiv.,(S (NP (ART Das) (NN Wort) (ADJD alleinstehend)) (VAFIN ist) (NP (ART ein) (NN Adjektiv))) ($. .),True
Das Wort alleinstehend bedeutet alleine.,(S (NP (ART Das) (NN Wort) (ADJD alleinstehend)) (VVFIN bedeutet) (ADV alleine)) ($. .),True
Zum Beispiel eine Person.,(NP (PP (APPRART Zum) (NN Beispiel)) (ART eine) (NN Person)) ($. .),False
Wenn die Person alleine lebt.,(S (KOUS Wenn) (NP (ART die) (NN Person)) (ADV alleine) (VVFIN lebt)) ($. .),True
Ohne Familie oder ohne Partner.,(CPP (PP (APPR Ohne) (NN Familie)) (KON oder) (PP (APPR ohne) (NN Partner))) ($. .),False
Allein-unter-halter spielen bei Festen.,(S (NN Allein-unter-halter) (VVFIN spielen) (PP (APPR bei) (NN Festen))) ($. .),True
Sie machen eine Ein-man-show.,(S (PPER Sie) (VVFIN machen) (NP (ART eine) (NN Ein-man-show))) ($. .),True
Alleinunterhalter ist ein Beruf.,(S (NN Alleinunterhalter) (VAFIN ist) (NP (ART ein) (NN Beruf))) ($. .),True
Ein Allein-unter-halter ist ein Künstler.,(S (NP (ART Ein) (NN Allein-unter-halter)) (VAFIN ist) (NP (ART ein) (NN Künstler))) ($. .),True
Er macht alleine Unterhaltung.,(S (PPER Er) (VVFIN macht) (ADV alleine) (NN Unterhaltung)) ($. .),True
Zum Beispiel Musik spielen.,(VP (PP (APPRART Zum) (NN Beispiel)) (NN Musik) (VVINF spielen)) ($. .),False
Das Sprich-wort kommt aus einer Geschichte.,(S (NP (ART Das) (NN Sprich-wort)) (VVFIN kommt) (PP (APPR aus) (ART einer) (NN Geschichte))) ($. .),True
"Diese schrieb Johann Peter Hebel: \newline Esel Vater und Sohn \newline Oder auch: \newline Die Fabel von dem Vater,  \newline dem Sohn und dem Esel.",(S (PDS Diese) (VVFIN schrieb) (PN (NE Johann) (NE Peter) (NE Hebel))) ($. :) (XY \newline),True
Diese Geschichte ist eine Metapher.,(S (NP (PDAT Diese) (NN Geschichte)) (VAFIN ist) (NP (ART eine) (NN Metapher))) ($. .),True
"Allen Menschen recht getan, \newline ist eine Kunst, \newline die niemand kann.","(VP (NP (PIAT Allen) (NN Menschen)) (NN recht) (VVPP getan)) ($, ,)",False
Das ist eine Sprich-wort.,(S (PDS Das) (VAFIN ist) (NP (ART eine) (NN Sprich-wort))) ($. .),True
Man kann nicht alle Wünsche erfüllen.,(S (PIS Man) (VMFIN kann) (PTKNEG nicht) (VP (NP (PIAT alle) (NN Wünsche)) (VVINF erfüllen))) ($. .),True
Man kann nicht alle Menschen gleichzeitig zufrieden stellen.,(S (PIS Man) (VMFIN kann) (PTKNEG nicht) (VP (NP (PIAT alle) (NN Menschen)) (ADJD gleichzeitig) (ADJD zufrieden) (VVINF stellen))) ($. .),True
"Wenn man seine Sicht-weise hat, \newline kann man nicht auch allen anderen Sicht-weisen zustimmen.","(PP (S (KOUS Wenn) (PIS man) (VP (PPOSAT seine) (ADV Sicht-weise)) (VAFIN hat))) ($, ,) (S (ADV \newline) (VMFIN kann) (PIS man) (PTKNEG nicht) (VP (NP (ADV auch) (PIAT allen) (ADJA anderen) (NN Sicht-weisen)) (VVINF zustimmen))) ($. .)",True
Das Gegenteil von allenthalben ist nirgends.,(S (NP (ART Das) (NN Gegenteil) (PP (APPR von) (ADV allenthalben))) (VAFIN ist) (ADV nirgends)) ($. .),True
"Wenn etwas oder jemand überall ist,  \newline sagt man dazu: \newline allenthalben","(S (KOUS Wenn) (CNP (PIS etwas) (KON oder) (PIS jemand)) (ADV überall) (VAFIN ist)) ($, ,) (S (NN  ) (NE \newline) (VVFIN sagt) (PIS man) (PROAV dazu)) ($. :)",True
Dieser Spruch kommt von Ovid.,(S (NP (PDAT Dieser) (NN Spruch)) (VVFIN kommt) (PP (APPR von) (NE Ovid))) ($. .),True
Sein voller Name war: \newline Publius Ovidius Naso \newline Er war ein römischer Dichter.,(S (NP (PPOSAT Sein) (ADJA voller) (NN Name)) (VAFIN war)) ($. :) (NE \newline),True
Und lebte 43 vor Christus in Sulmo.,(S (KON Und) (VVFIN lebte) (CARD 43) (PP (APPR vor) (NN Christus)) (PP (APPR in) (NE Sulmo))) ($. .),True
Das heutige Sulmona.,(NP (ART Das) (ADJA heutige) (NE Sulmona)) ($. .),False
Es liegt 120 Kilometer östlich von Rom.,(S (PPER Es) (VVFIN liegt) (AP (NP (CARD 120) (NN Kilometer)) (ADJD östlich) (PP (APPR von) (NE Rom)))) ($. .),True
Aller Anfang ist schwer ist eine Sprich-wort.,(S (NP (PIAT Aller) (NN Anfang)) (VAFIN ist) (ADJD schwer) (VAFIN ist) (NP (ART eine) (NN Sprich-wort))) ($. .),True
"Wenn man eine neue Arbeit beginnt, \newline dann tut man sich immer schwer.","(AVP (S (KOUS Wenn) (PIS man) (NP (ART eine) (ADJA neue) (NN Arbeit)) (VVFIN beginnt))) ($, ,) (S (XY \newline) (S (ADV dann) (VVFIN tut) (PIS man) (PRF sich) (ADV immer) (ADJD schwer))) ($. .)",True
Heilige sind besondere Menschen.,(S (NN Heilige) (VAFIN sind) (NP (ADJA besondere) (NN Menschen))) ($. .),True
Zum Beispiel: • Menschen die besonders viel für ihre Religion gemacht haben,(PP (APPRART Zum) (NN Beispiel)) ($. :) ($LRB •) (NN Menschen) (S (PRELS die) (VP (NP (ADV besonders) (PIS viel)) (PP (APPR für) (PPOSAT ihre) (NN Religion)) (VVPP gemacht)) (VAFIN haben)),True
Zum Beispiel: • Menschen die für ihre Religion gestorben sind,(PP (APPRART Zum) (NN Beispiel)) ($. :) ($LRB •) (NN Menschen) (S (PRELS die) (VP (PP (APPR für) (PPOSAT ihre) (NN Religion)) (VVPP gestorben)) (VAFIN sind)),True
Zum Beispiel: • Menschen die besonders viel für ihre Mitmenschen gemacht haben,(PP (APPRART Zum) (NN Beispiel)) ($. :) ($LRB •) (NN Menschen) (S (PRELS die) (VP (NP (ADV besonders) (PIS viel)) (PP (APPR für) (PPOSAT ihre) (NN Mitmenschen)) (VVPP gemacht)) (VAFIN haben)),True
Zum Beispiel armen Menschen geholfen haben,(VP (VP (NP (PP (APPRART Zum) (NN Beispiel)) (ADJA armen) (NN Menschen)) (VVPP geholfen)) (VAINF haben)),False
oder kranken Menschen geholfen haben,(S (KON oder) (VP (NP (ADJA kranken) (NN Menschen)) (VVPP geholfen)) (VAFIN haben)),True
Manche Heilige haben einen eigenen Feier-tag.,(S (NP (PIAT Manche) (NN Heilige)) (VAFIN haben) (NP (ART einen) (ADJA eigenen) (NN Feier-tag))) ($. .),True
Zum Beispiel: • Nikolaus-tag,(PP (APPRART Zum) (NN Beispiel)) ($. :) (XY •) (NN Nikolaus-tag),False
Zum Beispiel: • St. Martin,(PP (APPRART Zum) (NN Beispiel)) ($. :) (XY •) (PN (NE St.) (NE Martin)),False
Zum Beispiel: • Barbara-tag,(PP (APPRART Zum) (NN Beispiel)) ($. :) (XY •) (NN Barbara-tag),False
Bei den Christen gibt es sehr viele Heilige.,(S (PP (APPR Bei) (ART den) (NN Christen)) (VVFIN gibt) (PPER es) (NP (AP (ADV sehr) (PIAT viele)) (NN Heilige))) ($. .),True
"Mehr Heilige, \newline als es Tage im Jahr gibt.","(S (NP (AP (PIAT Mehr)) (CNP (NN Heilige)))) ($, ,) (NN \newline) (S (KOKOM als) (PPER es) (NP (NN Tage) (PP (APPRART im) (NN Jahr))) (VVFIN gibt)) ($. .)",True
Deshalb gibt es den Feier-tag Allerheiligen.,(S (PROAV Deshalb) (VVFIN gibt) (PPER es) (NP (ART den) (NN Feier-tag) (NN Allerheiligen))) ($. .),True
Dieser Tag ist ein Feier-tag für alle Heiligen.,(S (NP (PDAT Dieser) (NN Tag)) (VAFIN ist) (NP (ART ein) (NN Feier-tag) (PP (APPR für) (PIAT alle) (NN Heiligen)))) ($. .),True
"Auch für die Heiligen, \newline die die Menschen noch nicht kennen.","(ADV Auch) (APPR für) (ART die) (NN Heiligen) ($, ,) (PP (NP (S (PIS \newline) (PRELS die) (NP (ART die) (NN Menschen)) (AVP (ADV noch) (PTKNEG nicht)) (VVFIN kennen)))) ($. .)",True
Also Heilige die nur Gott kennt.,(ADV Also) (NN Heilige) (NP (S (PRELS die) (NP (ADV nur) (NN Gott)) (VVFIN kennt))) ($. .),True
Allerheiligen ist ein Tag für alle Heiligen.,(S (NN Allerheiligen) (VAFIN ist) (NP (ART ein) (NN Tag) (PP (APPR für) (PIAT alle) (NN Heiligen)))) ($. .),True
Im 9. Jahrhundert hat Papst Gregor IV. gelebt.,(S (PP (APPRART Im) (ADJA 9.) (NN Jahrhundert)) (VAFIN hat) (NP (NN Papst) (PN (NE Gregor) (NE IV.))) (VP (VVPP gelebt))) ($. .),True
Er hat gesagt: \newline Der 1. November soll ein Feier-tag sein.,(S (PPER Er) (VAFIN hat) (VP (VVPP gesagt))) ($. :) (FM \newline),True
Immer am 1. November soll Allerheiligen gefeiert werden.,(S (PP (ADV Immer) (APPRART am) (ADJA 1.) (NN November)) (VMFIN soll) (NN Allerheiligen) (VP (VP (VVPP gefeiert)) (VAINF werden))) ($. .),True
In der Nacht vor Allerheiligen ist Halloween.,(S (PP (APPR In) (ART der) (NN Nacht) (PP (APPR vor) (NN Allerheiligen))) (VAFIN ist) (NN Halloween)) ($. .),True
Am Tag nach Allerheiligen ist Allerseelen.,(S (PP (APPRART Am) (NN Tag) (PP (APPR nach) (NN Allerheiligen))) (VAFIN ist) (NN Allerseelen)) ($. .),True
Manche Christen gehen an Allerheiligen auf den Friedhof.,(S (NP (PIAT Manche) (NN Christen)) (VVFIN gehen) (PP (APPR an) (NN Allerheiligen)) (PP (APPR auf) (ART den) (NN Friedhof))) ($. .),True
Sie schmücken dann die Gräber ihrer Verwandten.,(S (PPER Sie) (VVFIN schmücken) (ADV dann) (NP (ART die) (NN Gräber) (NP (PPOSAT ihrer) (NN Verwandten)))) ($. .),True
Sie legen Blumen auf das Grab.,(S (PPER Sie) (VVFIN legen) (NN Blumen) (PP (APPR auf) (ART das) (NN Grab))) ($. .),True
Oder sie zünden eine Kerze an.,(S (KON Oder) (PPER sie) (VVFIN zünden) (NP (ART eine) (NN Kerze)) (PTKVZ an)) ($. .),True
In manchen Ländern ist Allerheiligen ein gesetzlicher Feiertag.,(S (PP (APPR In) (PIAT manchen) (NN Ländern)) (VAFIN ist) (NN Allerheiligen) (NP (ART ein) (ADJA gesetzlicher) (NN Feiertag))) ($. .),True
Das heißt: \newline Die Leute müssen nicht zur Arbeit gehen.,(S (PDS Das) (VVFIN heißt)) ($. :) (NE \newline),True
Kinder müssen nicht in die Schule gehen.,(S (NN Kinder) (VMFIN müssen) (PTKNEG nicht) (VP (PP (APPR in) (ART die) (NN Schule)) (VVINF gehen))) ($. .),True
Die Geschäfte sind zu.,(S (NP (ART Die) (NN Geschäfte)) (VAFIN sind) (PTKVZ zu)) ($. .),True
In Deutschland ist Allerheiligen in manchen Bundes-ländern ein Feier-tag.,(S (PP (APPR In) (NE Deutschland)) (VAFIN ist) (NN Allerheiligen) (PP (APPR in) (PIAT manchen) (NN Bundes-ländern)) (NP (ART ein) (NN Feier-tag))) ($. .),True
In: • Baden-Württemberg,(APPR In) ($. :) ($LRB •) (PP (NE Baden-Württemberg)),False
In: • Bayern,(APPR In) ($. :) ($LRB •) (PP (NE Bayern)),False
In: • Nordrhein-Westfalen,(APPR In) ($. :) ($LRB •) (PP (NE Nordrhein-Westfalen)),False
In: • Rheinland-Pfalz,(APPR In) ($. :) ($LRB •) (PP (NE Rheinland-Pfalz)),False
In: • Saarland,(APPR In) ($. :) ($LRB •) (NE Saarland),False
In der Schweiz ist an Allerheiligen in manchen Kantonen Feier-tag.,(S (PP (APPR In) (ART der) (NE Schweiz)) (VAFIN ist) (PP (APPR an) (NN Allerheiligen)) (PP (APPR in) (PIAT manchen) (NN Kantonen)) (NN Feier-tag)) ($. .),True
In diesen Ländern ist an Allerheiligen Feier-tag: • Österreich,(S (PP (APPR In) (PDAT diesen) (NN Ländern)) (VAFIN ist) (PP (APPR an) (NN Allerheiligen)) (NN Feier-tag)) ($. :),True
In diesen Ländern ist an Allerheiligen Feier-tag: • Liechtenstein,(S (PP (APPR In) (PDAT diesen) (NN Ländern)) (VAFIN ist) (PP (APPR an) (NN Allerheiligen)) (NN Feier-tag)) ($. :),True
In diesen Ländern ist an Allerheiligen Feier-tag: • Luxemburg,(S (PP (APPR In) (PDAT diesen) (NN Ländern)) (VAFIN ist) (PP (APPR an) (NN Allerheiligen)) (NN Feier-tag)) ($. :),True
In diesen Ländern ist an Allerheiligen Feier-tag: • Italien,(S (PP (APPR In) (PDAT diesen) (NN Ländern)) (VAFIN ist) (PP (APPR an) (NN Allerheiligen)) (NN Feier-tag)) ($. :),True
In diesen Ländern ist an Allerheiligen Feier-tag: • Frankreich,(S (PP (APPR In) (PDAT diesen) (NN Ländern)) (VAFIN ist) (PP (APPR an) (NN Allerheiligen)) (NN Feier-tag)) ($. :),True
In diesen Ländern ist an Allerheiligen Feier-tag: • Spanien,(S (PP (APPR In) (PDAT diesen) (NN Ländern)) (VAFIN ist) (PP (APPR an) (NN Allerheiligen)) (NN Feier-tag)) ($. :),True
In diesen Ländern ist an Allerheiligen Feier-tag: • Portugal,(S (PP (APPR In) (PDAT diesen) (NN Ländern)) (VAFIN ist) (PP (APPR an) (NN Allerheiligen)) (NN Feier-tag)) ($. :),True
In diesen Ländern ist an Allerheiligen Feier-tag: • Belgien,(S (PP (APPR In) (PDAT diesen) (NN Ländern)) (VAFIN ist) (PP (APPR an) (NN Allerheiligen)) (NN Feier-tag)) ($. :),True
In diesen Ländern ist an Allerheiligen Feier-tag: • Polen,(S (PP (APPR In) (PDAT diesen) (NN Ländern)) (VAFIN ist) (PP (APPR an) (NN Allerheiligen)) (NN Feier-tag)) ($. :),True
In diesen Ländern ist an Allerheiligen Feier-tag: • Ungarn,(S (PP (APPR In) (PDAT diesen) (NN Ländern)) (VAFIN ist) (PP (APPR an) (NN Allerheiligen)) (NN Feier-tag)) ($. :),True
In diesen Ländern ist an Allerheiligen Feier-tag: • Kroatien,(S (PP (APPR In) (PDAT diesen) (NN Ländern)) (VAFIN ist) (PP (APPR an) (NN Allerheiligen)) (NN Feier-tag)) ($. :),True
In diesen Ländern ist an Allerheiligen Feier-tag: • Slowenien,(S (PP (APPR In) (PDAT diesen) (NN Ländern)) (VAFIN ist) (PP (APPR an) (NN Allerheiligen)) (NN Feier-tag)) ($. :),True
In diesen Ländern ist an Allerheiligen Feier-tag: • Slowakei,(S (PP (APPR In) (PDAT diesen) (NN Ländern)) (VAFIN ist) (PP (APPR an) (NN Allerheiligen)) (NN Feier-tag)) ($. :) (XY •) (NE Slowakei),True
In diesen Ländern ist an Allerheiligen Feier-tag: • Litauen,(S (PP (APPR In) (PDAT diesen) (NN Ländern)) (VAFIN ist) (PP (APPR an) (NN Allerheiligen)) (NN Feier-tag)) ($. :),True
In diesen Ländern ist an Allerheiligen Feier-tag: • Philippinen,(S (PP (APPR In) (PDAT diesen) (NN Ländern)) (VAFIN ist) (PP (APPR an) (NN Allerheiligen)) (NN Feier-tag)) ($. :),True
In diesen Ländern ist an Allerheiligen Feier-tag: • Schweden der Feier-tag ist nicht immer am 1. November.,(S (PP (APPR In) (PDAT diesen) (NN Ländern)) (VAFIN ist) (PP (APPR an) (NN Allerheiligen)) (NN Feier-tag)) ($. :),True
Der Feier-tag ist zwischen dem 31. Oktober und dem 6. November.,(S (NP (ART Der) (NN Feier-tag)) (VAFIN ist) (PP (APPR zwischen) (CNP (NP (ART dem) (ADJA 31.) (NN Oktober)) (KON und) (NP (ART dem) (ADJA 6.) (NN November))))) ($. .),True
 • Finnland der Feier-tag ist nicht immer am 1. November.,(XY  ) (XY •) (S (NP (NE Finnland) (NP (ART der) (NN Feier-tag))) (VAFIN ist) (AVP (PTKNEG nicht) (ADV immer)) (PP (APPRART am) (ADJA 1.) (NN November))) ($. .),True
Der Feier-tag ist zwischen dem 31. Oktober und dem 6. November.,(S (NP (ART Der) (NN Feier-tag)) (VAFIN ist) (PP (APPR zwischen) (CNP (NP (ART dem) (ADJA 31.) (NN Oktober)) (KON und) (NP (ART dem) (ADJA 6.) (NN November))))) ($. .),True
Allerheiligen ist ein Feier-tag.,(S (NN Allerheiligen) (VAFIN ist) (NP (ART ein) (NN Feier-tag))) ($. .),True
Chirsten feiern diesen Tag.,(S (NN Chirsten) (VVFIN feiern) (NP (PDAT diesen) (NN Tag))) ($. .),True
Es ist ein Erinnerungs-tag.,(S (PPER Es) (VAFIN ist) (NP (ART ein) (NN Erinnerungs-tag))) ($. .),True
Die Christen erinnern sich an alle Heiligen.,(S (NP (ART Die) (NN Christen)) (VVFIN erinnern) (PRF sich) (PP (APPR an) (PIAT alle) (NN Heiligen))) ($. .),True
Beispiel: \newline Dora und Peter haben Streit.,(S (NN Beispiel)) ($. :) (S (CNP (PN (NE \newline) (NE Dora)) (KON und) (NE Peter)) (VAFIN haben) (NN Streit)) ($. .),True
Aber am nächsten Tag ist wieder alles in Butter.,(S (KON Aber) (PP (APPRART am) (ADJA nächsten) (NN Tag)) (VAFIN ist) (ADV wieder) (PIS alles) (PP (APPR in) (NN Butter))) ($. .),True
Dora und Peter haben Streit.,(S (CNP (NE Dora) (KON und) (NE Peter)) (VAFIN haben) (NN Streit)) ($. .),True
Aber am nächsten Tag ist wieder alles in Ordnung.,(S (KON Aber) (PP (APPRART am) (ADJA nächsten) (NN Tag)) (VAFIN ist) (ADV wieder) (PIS alles) (PP (APPR in) (NN Ordnung))) ($. .),True
Dora und Peter haben Streit.,(S (CNP (NE Dora) (KON und) (NE Peter)) (VAFIN haben) (NN Streit)) ($. .),True
Aber am nächsten Tag vertragen sie sich wieder.,(S (KON Aber) (PP (APPRART am) (ADJA nächsten) (NN Tag)) (VVFIN vertragen) (PPER sie) (PRF sich) (ADV wieder)) ($. .),True
Alles in Butter ist eine Redewendung.,(S (NP (PIS Alles) (PP (APPR in) (NN Butter))) (VAFIN ist) (NP (ART eine) (NN Redewendung))) ($. .),True
"""Alles in Butter"" bedeutet ""alles in Ordnung"".","($LRB "") (NP (PIS Alles) (PP (APPR in) (NN Butter))) ($LRB "") (S (VVFIN bedeutet)) ($LRB "") (NP (PIS alles) (PP (APPR in) (NN Ordnung))) ($LRB "") ($. .)",True
Sprich-wörter: • Alle Guten Dinge sind drei.,(S (NN Sprich-wörter)) ($. :) (XY •) (S (NP (PIAT Alle) (ADJA Guten) (NN Dinge)) (VAFIN sind) (CARD drei)) ($. .),True
 • Alles in Butter.,(NE  ),False
 • Alles für die Katz.,(NE  ),False
" • Es ist nicht alles Gold, was glänzt.","(XY  ) (XY •) (S (PPER Es) (VAFIN ist) (PTKNEG nicht) (PIS alles) (NN Gold)) ($, ,) (NP (S (PRELS was) (VVFIN glänzt))) ($. .)",True
